,Alternative SF Returns (Dynamic SF Supply,SPY,Aggregate Bonds,Bitcoin,Ethereum,Commodities,Gold
16/06/2022,0.00000379,-0.00216,-0.00010,0.00305,0.01715,-0.03633,-0.00826
17/06/2022,0.00000285,0.02486,-0.00399,-0.07445,-0.08674,-0.00245,-0.00374
18/06/2022,0.00240174,0.00000,0.00000,0.08040,0.12538,0.00000,0.00000
19/06/2022,0.00000790,0.00000,0.00000,0.00041,0.00025,0.00000,0.00000
20/06/2022,0.00000677,0.00000,0.00000,0.00650,-0.00368,0.00000,0.00000
21/06/2022,0.00000059,-0.00181,0.00847,-0.03650,-0.06954,-0.01801,0.00398
22/06/2022,0.00000240,0.00975,0.00416,0.05497,0.08655,-0.02270,-0.00615
23/06/2022,0.00000028,0.03130,-0.00158,0.00613,0.06962,0.00943,-0.00100
24/06/2022,0.00000003,-0.00383,-0.00446,0.01244,0.01367,-0.00217,-0.00112
25/06/2022,0.00000007,0.00000,0.00000,-0.02103,-0.03610,0.00000,0.00000
26/06/2022,0.00000010,0.00000,0.00000,-0.01568,-0.00629,0.00000,0.00000
27/06/2022,0.00000016,-0.02146,0.00614,-0.02999,-0.08204,-0.00544,-0.00242
29/06/2022,0.00000088,-0.00816,0.00453,-0.00922,-0.02468,-0.03141,-0.00610
30/06/2022,0.00000144,0.01052,0.00647,-0.03391,-0.01223,0.00487,-0.00083
01/07/2022,0.00001274,0.00189,0.00185,-0.00110,0.00748,-0.06961,-0.02144
02/07/2022,0.00000358,0.00000,0.00000,0.00355,0.00759,0.00000,0.00000
03/07/2022,0.00000178,0.00000,0.00000,0.04638,0.06871,0.00000,0.00000
04/07/2022,0.00000087,0.00000,0.00000,-0.00186,-0.01425,0.00000,0.00000
05/07/2022,0.00008898,0.00337,-0.00675,0.01836,0.04629,-0.01493,-0.01597
06/07/2022,0.00000184,0.01487,-0.00226,0.05136,0.04175,0.04063,0.00055
07/07/2022,0.00003152,-0.00082,-0.00375,-0.00116,-0.01705,0.01741,0.00043
08/07/2022,0.00001717,-0.01149,0.00463,-0.00116,-0.00051,-0.00192,-0.00537
09/07/2022,0.00000163,0.00000,0.00000,-0.03479,-0.04105,0.00000,0.00000
10/07/2022,0.00000212,0.00000,0.00000,-0.04395,-0.06402,0.00000,0.00000
11/07/2022,0.00000777,-0.00889,0.00138,-0.03215,-0.05370,-0.04641,-0.00372
12/07/2022,0.00000784,-0.00527,0.00363,0.04672,0.07036,0.00562,0.00478
13/07/2022,0.00000638,-0.00243,-0.00353,0.01654,0.06817,-0.00925,-0.01415
14/07/2022,0.00000051,0.01892,0.00392,0.01197,0.03279,0.01285,-0.00201
15/07/2022,0.00000023,-0.00829,-0.00323,0.01775,0.09407,0.01857,0.00094
16/07/2022,0.00011027,0.00000,0.00000,-0.01954,-0.01099,0.00000,0.00000
17/07/2022,0.00000060,0.00000,0.00000,0.07893,0.16883,0.00000,0.00000
18/07/2022,0.00001443,0.02666,-0.00137,0.03966,-0.02650,0.00391,0.00238
19/07/2022,0.00000938,0.00635,-0.00069,-0.00787,-0.01449,-0.00078,-0.00945
20/07/2022,0.00000047,0.01013,0.00832,-0.00329,0.03484,-0.01693,0.01401
21/07/2022,0.00000015,-0.00932,0.00777,-0.02028,-0.02539,-0.01198,0.00249
22/07/2022,0.00000479,0.00121,-0.00368,-0.01021,0.00902,0.01792,-0.00274
23/07/2022,0.00000100,0.00000,0.00000,0.00586,0.03047,0.00000,0.00000
24/07/2022,0.00000073,0.00000,0.00000,-0.05864,-0.10294,0.00000,0.00000
25/07/2022,0.00000036,-0.01190,-0.00019,-0.00145,0.00466,0.00197,-0.00119
26/07/2022,0.00000397,0.02563,0.00349,0.07652,0.12353,0.02259,0.01013
27/07/2022,0.00000022,0.01246,0.00714,0.03834,0.05131,0.00077,0.01211
28/07/2022,0.00000615,0.01447,0.00010,-0.00325,0.00111,0.00461,0.00281
29/07/2022,0.00000015,-0.00297,0.00154,-0.00561,-0.01761,-0.02051,0.00565
30/07/2022,0.00000925,0.00000,0.00000,-0.01425,-0.01035,0.00000,0.00000
31/07/2022,0.00000217,0.00000,0.00000,-0.00146,-0.02859,0.00000,0.00000
01/08/2022,0.00000021,-0.00662,-0.01032,-0.01227,0.00105,-0.00510,-0.00596
02/08/2022,0.00000085,0.01554,0.00445,-0.00706,-0.00980,-0.00868,0.00244
03/08/2022,0.00000022,-0.00068,0.00241,-0.00955,-0.00606,-0.01076,0.01640
04/08/2022,0.00000001,-0.00169,-0.01123,0.02980,0.07735,-0.00361,-0.01131
05/08/2022,0.00000006,-0.00116,0.00457,-0.01509,-0.02647,0.01199,0.00843
06/08/2022,0.00000009,0.00000,0.00000,0.00994,0.00468,0.00000,0.00000
07/08/2022,0.00000035,0.00000,0.00000,0.02717,0.04553,0.00000,0.00000
08/08/2022,0.00000470,-0.00398,-0.00223,-0.02823,-0.04337,0.00831,0.00305
09/08/2022,0.00000001,0.02079,0.00252,0.03413,0.08441,0.01370,-0.00252
10/08/2022,0.00006161,0.00000,-0.00534,-0.00060,0.01511,0.01925,-0.00264
11/08/2022,0.00000477,0.01679,0.00447,0.01924,0.04055,-0.00535,0.00916
12/08/2022,0.00000017,0.00411,0.00126,0.00163,0.01247,-0.01234,-0.01295
13/08/2022,0.00000025,0.00000,0.00000,-0.00557,-0.02453,0.00000,0.00000
14/08/2022,0.00000111,0.00000,0.00000,-0.00862,-0.01814,0.00000,0.00000
15/08/2022,0.00000015,0.00196,-0.00145,-0.01009,-0.01228,-0.01132,-0.00175
16/08/2022,0.00000004,-0.00712,-0.00593,-0.02214,-0.02344,0.00392,-0.00649
17/08/2022,0.00000043,0.00290,0.00214,-0.00585,0.00697,0.01513,-0.00262
18/08/2022,0.00000041,-0.01353,-0.00703,-0.10769,-0.13714,-0.00039,-0.00735
19/08/2022,0.00005035,-0.02104,-0.00432,0.01467,-0.02168,0.00882,-0.00666
20/08/2022,0.00000720,0.00000,0.00000,0.01758,0.02626,0.00000,0.00000
21/08/2022,0.00000147,0.00000,0.00000,-0.00510,0.00505,0.00000,0.00000
22/08/2022,0.00000078,-0.00242,-0.00039,0.00539,0.02332,0.01629,0.00697
23/08/2022,0.00000000,0.00320,-0.00266,-0.00722,-0.00476,0.01046,0.00294
24/08/2022,0.00000003,0.01402,0.00552,0.00929,0.02271,-0.01423,0.00306
25/08/2022,0.00000001,-0.03444,-0.00187,-0.06303,-0.11573,0.00414,-0.01223
26/08/2022,0.00000408,-0.00663,-0.00483,-0.01069,-0.01195,0.01454,0.00062
27/08/2022,0.00000595,0.00000,0.00000,-0.02443,-0.04475,0.00000,0.00000
28/08/2022,0.00000075,0.00000,0.00000,0.03746,0.08530,0.00000,0.00000
29/08/2022,0.00000039,-0.01868,-0.00406,-0.01220,0.00085,-0.04931,-0.01613
31/08/2022,0.00000027,0.00313,-0.00638,0.00383,0.02002,-0.02162,-0.00883
01/09/2022,0.00000000,-0.01060,0.00289,-0.00857,-0.00644,0.00673,0.00877
02/09/2022,0.00000001,-0.00378,-0.00941,-0.00620,-0.01205,-0.00594,-0.00586
03/09/2022,0.00000000,0.00000,0.00000,0.00844,0.01405,0.00000,0.00000
04/09/2022,0.00000003,0.00000,0.00000,-0.01036,0.02412,0.00000,0.00000
05/09/2022,0.00001282,0.00000,0.00000,-0.05219,-0.03759,0.00000,0.00000
06/09/2022,0.00002172,0.01781,0.00692,0.02617,0.04494,-0.02411,0.01012
07/09/2022,0.00000326,0.00652,-0.00320,0.00179,0.00365,0.00406,-0.00602
08/09/2022,0.00000002,0.01542,-0.00010,0.10086,0.04974,0.02796,0.00527
09/09/2022,0.00000106,0.01069,-0.00150,0.01345,0.03292,0.01369,0.00506
10/09/2022,0.00000018,0.00000,0.00000,0.00738,-0.00605,0.00000,0.00000
11/09/2022,0.00000005,0.00000,0.00000,0.02599,-0.02918,0.00000,0.00000
12/09/2022,0.00000001,-0.04446,-0.00564,-0.10448,-0.08487,-0.00506,-0.01310
13/09/2022,0.00010718,0.00381,0.00131,0.00247,0.03660,0.00429,-0.00386
14/09/2022,0.00000002,-0.01142,-0.00303,-0.02626,-0.10464,-0.02959,-0.01886
15/09/2022,0.00001397,-0.01176,-0.00071,0.00520,-0.02550,-0.00361,0.00553
16/09/2022,0.00000660,0.00773,-0.00152,0.01583,0.02364,0.00321,0.00077
17/09/2022,0.00000373,0.00000,0.00000,-0.03537,-0.09449,0.00000,0.00000
18/09/2022,0.00005633,0.00000,0.00000,0.00611,0.02997,0.00000,0.00000
19/09/2022,0.00002202,-0.01154,-0.00447,-0.03440,-0.03992,-0.00120,-0.00572
20/09/2022,0.00000019,-0.01760,0.00315,-0.02067,-0.05744,-0.00604,0.00463
21/09/2022,0.00002352,-0.00844,-0.01071,0.04831,0.06039,0.00282,-0.00058
22/09/2022,0.00000048,-0.01690,-0.00308,-0.00587,0.00073,-0.03439,-0.01743
23/09/2022,0.00000004,-0.00994,-0.01294,-0.01934,-0.00717,-0.02360,-0.01170
24/09/2022,0.00000016,0.00000,0.00000,-0.00634,-0.01852,0.00000,0.00000
25/09/2022,0.00000043,0.00000,0.00000,0.02225,0.03233,0.00000,0.00000
26/09/2022,0.00000020,0.01693,0.01171,0.00973,0.00017,0.03807,0.02262
28/09/2022,0.00000018,-0.03669,-0.00765,0.00058,-0.00779,-0.01865,-0.00013
30/09/2022,0.00000062,0.02606,0.00590,-0.00574,-0.01142,0.02233,0.02402
01/10/2022,0.00000010,0.00000,0.00000,-0.01375,-0.02688,0.00000,0.00000
02/10/2022,0.00000023,0.00000,0.00000,0.02993,0.03584,0.00000,0.00000
03/10/2022,0.00000001,0.03052,0.00268,0.03560,0.02908,0.02664,0.01423
04/10/2022,0.00000003,-0.00233,-0.00526,-0.00890,-0.00720,0.01776,-0.00555
05/10/2022,0.00000058,-0.01037,-0.00394,-0.00989,-0.00034,0.00624,-0.00113
06/10/2022,0.00000016,-0.02829,-0.00531,-0.02177,-0.01571,0.01044,-0.01102
07/10/2022,0.00000022,-0.00766,-0.00450,-0.00594,-0.01184,-0.01122,-0.01532
08/10/2022,0.00000001,-0.00635,0.00063,-0.01855,-0.02712,-0.01450,-0.00206
11/10/2022,0.00000037,-0.00330,0.00084,0.00502,0.01110,0.00000,0.00534
12/10/2022,0.00000031,0.02605,-0.00315,0.01168,-0.00533,0.01372,-0.00695
13/10/2022,0.00001937,-0.02305,-0.00548,-0.01036,0.00726,-0.02006,-0.01254
14/10/2022,0.00000001,0.02537,0.00211,-0.00587,-0.01788,-0.00239,0.00287
15/10/2022,0.00000003,0.00000,0.00000,0.01017,0.02430,0.00000,0.00000
16/10/2022,0.00000764,0.00000,0.00000,0.01473,0.02011,0.00000,0.00000
17/10/2022,0.00000001,0.01168,0.00169,-0.01131,-0.01630,-0.01081,0.00215
18/10/2022,0.00000000,-0.00711,-0.00867,-0.01063,-0.01982,-0.00040,-0.01349
19/10/2022,0.00000093,-0.00842,-0.00607,-0.00427,-0.00158,0.00081,-0.00158
20/10/2022,0.00000013,0.02401,0.00149,0.00630,0.01292,0.00121,0.01767
21/10/2022,0.00000002,0.01216,-0.00139,0.02089,0.04880,0.00281,-0.00325
23/10/2022,0.00000006,0.00000,0.00000,-0.01228,-0.01490,0.00000,0.00000
24/10/2022,0.00000004,0.01584,0.00978,0.03832,0.08256,0.00560,0.00228
25/10/2022,0.00000767,-0.00756,0.00443,0.03384,0.07068,0.01856,0.00634
26/10/2022,0.00001272,-0.00535,0.00504,-0.02360,-0.03405,0.00156,-0.00155
27/10/2022,0.00000026,0.02351,-0.00252,0.01494,0.02642,-0.01179,-0.01026
28/10/2022,0.00000002,-0.00725,-0.00337,0.01050,0.04108,-0.00714,-0.00819
29/10/2022,0.00000003,0.00000,0.00000,-0.00914,-0.01846,0.00000,0.00000
30/10/2022,0.00000001,0.00000,0.00000,-0.00642,-0.01142,0.00000,0.00000
31/10/2022,0.00000000,-0.00439,-0.00042,-0.00059,0.00462,0.01501,0.01015
01/11/2022,0.00000001,-0.02542,-0.00169,-0.01618,-0.03906,0.00898,-0.00700
02/11/2022,0.00000045,-0.01035,-0.00370,0.00274,0.00835,-0.00078,-0.00381
03/11/2022,0.00000018,0.01429,-0.00011,0.04552,0.07118,0.03328,0.03023
04/11/2022,0.00000022,0.00952,-0.00319,-0.02678,-0.04784,-0.00869,-0.00397
07/11/2022,0.00000009,0.00538,0.00424,-0.10563,-0.16271,-0.01222,0.02284
08/11/2022,0.00014162,-0.02082,0.00116,-0.15494,-0.19130,-0.02332,-0.00503
09/11/2022,0.00120928,0.05350,0.02124,0.10174,0.16475,0.00900,0.02999
10/11/2022,0.00001633,0.00963,-0.00073,-0.03202,-0.00942,0.01892,0.00658
11/11/2022,0.00000213,-0.00854,-0.00280,-0.01357,-0.02543,-0.01503,0.00219
12/11/2022,0.00000026,0.00000,0.00000,-0.02883,-0.02743,0.00000,0.00000
13/11/2022,0.00000021,0.00000,0.00000,0.01776,0.01709,0.00000,0.00000
14/11/2022,0.00000054,0.00849,0.00735,0.01669,0.00908,0.01158,0.00351
15/11/2022,0.00000001,-0.00766,0.00617,-0.01298,-0.02904,-0.01119,-0.00230
16/11/2022,0.00000002,-0.00306,-0.00421,0.00130,-0.01387,-0.01683,-0.00729
17/11/2022,0.00000002,0.00089,-0.00206,0.00068,0.01525,-0.01071,-0.01252
19/11/2022,0.00000012,0.00000,0.00000,-0.02603,-0.06400,0.00000,0.00000
20/11/2022,0.00000072,0.00000,0.00000,-0.03090,-0.03087,0.00000,0.00000
21/11/2022,0.00000560,0.01337,0.00514,0.02670,0.02612,0.01032,0.00117
22/11/2022,0.00387607,0.00628,0.00593,0.02458,0.04062,-0.01391,0.00621
23/11/2022,0.00000009,-0.00022,0.00020,-0.00027,0.01601,-0.00885,0.00086
24/11/2022,0.00000321,0.00000,0.00000,-0.00521,-0.00408,0.00000,0.00000
25/11/2022,0.00000003,-0.01609,-0.00163,-0.00352,0.00485,-0.00608,-0.00793
26/11/2022,0.00000005,0.00000,0.00000,-0.00183,-0.00873,0.00000,0.00000
27/11/2022,0.00000002,0.00000,0.00000,-0.01307,-0.02153,0.00000,0.00000
28/11/2022,0.00000058,-0.00172,-0.00358,0.01390,0.04028,0.01292,0.00493
29/11/2022,0.00000000,0.03101,0.00776,0.04345,0.06303,0.02221,0.01270
30/11/2022,0.00000194,-0.00074,0.00598,-0.01134,-0.01483,-0.00511,0.01822
01/12/2022,0.00000000,-0.00115,0.00414,0.00706,0.01495,-0.01070,-0.00346
02/12/2022,0.00000282,-0.01815,-0.00789,-0.01210,-0.04279,-0.02625,-0.01731
03/12/2022,0.00000002,0.00000,0.00000,0.01314,0.03068,0.00000,0.00000
04/12/2022,0.00000000,0.00000,0.00000,-0.00833,-0.01570,0.00000,0.00000
05/12/2022,0.00000716,-0.01452,0.00294,0.00690,0.00897,-0.01609,0.00273
06/12/2022,0.01509227,-0.00170,0.00887,-0.01451,-0.03170,-0.00500,0.00900
07/12/2022,0.00000059,0.00780,-0.00301,0.02295,0.03897,-0.00167,0.00084
08/12/2022,0.00000059,-0.00750,-0.00595,-0.00587,-0.01380,0.00125,0.00354
09/12/2022,0.00000002,0.01431,0.00020,-0.00200,0.00043,0.01081,-0.00829
11/12/2022,0.00000001,0.00000,0.00000,0.00663,0.00934,0.00000,0.00000
12/12/2022,0.00000135,0.00754,0.00666,0.03262,0.03493,0.01641,0.01694
13/12/2022,0.00002264,-0.00641,0.00221,0.00132,-0.00957,0.00770,-0.00244
14/12/2022,0.00000001,-0.02477,-0.00080,-0.02526,-0.03242,-0.01219,-0.01649
15/12/2022,0.00000071,-0.01646,-0.00261,-0.04275,-0.08155,-0.01275,0.00867
16/12/2022,0.00002993,-0.00852,-0.00616,0.00888,0.01703,-0.00790,-0.00282
17/12/2022,0.00000025,0.00000,0.00000,-0.00218,-0.00364,0.00000,0.00000
18/12/2022,0.00000167,0.00000,0.00000,-0.01817,-0.01279,0.00000,0.00000
19/12/2022,0.00000185,0.00137,-0.00681,0.02759,0.04165,0.00458,0.01646
20/12/2022,0.00000002,0.01484,0.00275,-0.00444,-0.00257,0.01279,-0.00166
21/12/2022,0.00000016,-0.01437,-0.00031,-0.00056,0.00241,-0.01279,-0.01216
22/12/2022,0.00000012,0.00574,-0.00346,-0.00212,0.00243,0.01811,0.00299
23/12/2022,0.00000001,-0.00395,-0.00727,0.00279,-0.00142,0.00893,0.00839
25/12/2022,0.00001671,0.00000,0.00000,0.00518,0.00726,0.00000,0.00000
26/12/2022,0.00000013,0.00000,0.00000,-0.01272,-0.01310,0.00000,0.00000
27/12/2022,0.00000010,-0.01251,-0.00175,-0.00965,-0.01817,-0.01138,-0.00452
28/12/2022,0.00000206,0.01784,0.00370,0.00554,0.00926,-0.00123,0.00558
29/12/2022,0.00000567,-0.00264,-0.00473,-0.00188,-0.00099,0.00897,0.00467
30/12/2022,0.00001068,-0.00422,0.00586,-0.00436,-0.00358,-0.02423,0.00834
31/12/2022,0.00000003,0.00000,0.00000,0.00850,0.01561,0.00000,0.00000
02/01/2023,0.00000001,0.00769,0.00552,0.01058,0.03448,-0.01803,0.00937
04/01/2023,0.00000003,-0.01148,-0.00082,-0.00128,-0.00461,-0.00509,-0.01253
05/01/2023,0.00000001,0.02267,0.01086,0.00734,0.01475,0.00551,0.01853
06/01/2023,0.00000002,-0.00057,0.00252,0.01375,0.03997,0.01177,0.00224
09/01/2023,0.00000003,0.00699,-0.00383,0.01485,0.01074,0.00000,0.00367
10/01/2023,0.00000001,0.01257,0.00615,0.02781,0.03920,0.01782,-0.00069
11/01/2023,0.00000001,0.00363,0.00721,0.04979,0.01946,0.00818,0.01150
12/01/2023,0.00000024,0.00387,-0.00370,0.05586,0.02461,0.00973,0.01193
13/01/2023,0.00000115,-0.00183,-0.00180,0.05025,0.06621,0.00683,-0.00657
14/01/2023,0.00003369,0.00000,0.00000,-0.00405,0.00127,0.00000,0.00000
15/01/2023,0.00000003,0.00000,0.00000,0.01481,0.01567,0.00000,0.00000
16/01/2023,0.00000083,0.00000,0.00000,-0.00256,-0.00765,0.00000,0.00000
17/01/2023,0.00000034,-0.01591,0.00988,-0.02179,-0.03429,-0.01088,-0.00288
18/01/2023,0.00000833,-0.00731,-0.00229,0.01943,0.02591,0.01007,0.01574
19/01/2023,0.00000107,0.01846,-0.00409,0.07354,0.06752,0.00600,-0.00334
20/01/2023,0.00000307,0.01193,-0.00250,0.00376,-0.02084,0.00239,0.00189
21/01/2023,0.00000406,0.00000,0.00000,-0.00258,0.00094,0.00000,0.00000
22/01/2023,0.00005094,0.00000,0.00000,0.00867,-0.00079,0.00000,0.00000
23/01/2023,0.00000002,-0.00107,0.00440,-0.01244,-0.04417,-0.00558,0.00361
24/01/2023,0.00000677,0.00037,0.00120,0.01796,0.03301,-0.00280,0.00459
25/01/2023,0.00000100,0.01093,-0.00169,-0.00134,-0.00383,0.00440,-0.00910
26/01/2023,0.00000003,0.00230,-0.00150,0.00285,-0.00263,-0.01124,-0.00139
27/01/2023,0.00000003,-0.01263,-0.00270,-0.00216,-0.01575,-0.01300,-0.00257
28/01/2023,0.00000059,0.00000,0.00000,-0.00848,-0.00393,0.00000,0.00000
30/01/2023,0.00000063,0.01460,0.00410,0.01289,0.01185,0.01703,0.00363
31/01/2023,0.00000005,0.01057,0.00458,0.02550,0.03492,-0.01908,0.01252
01/02/2023,0.00000142,0.01445,0.00109,-0.01101,0.00018,-0.00740,-0.02097
02/02/2023,0.00000259,-0.01069,-0.00967,-0.00140,0.01319,-0.02551,-0.02527
03/02/2023,0.00000123,-0.00613,-0.00553,-0.00459,0.00152,0.00296,0.00207
04/02/2023,0.00000031,0.00000,0.00000,-0.01691,-0.02232,0.00000,0.00000
05/02/2023,0.00000046,0.00000,0.00000,-0.00769,-0.00960,0.00000,0.00000
06/02/2023,0.00000224,0.00200,-0.00030,0.00889,0.02261,0.02090,0.00339
08/02/2023,0.00000145,-0.00871,-0.00394,-0.05213,-0.06581,-0.00789,-0.00794
09/02/2023,0.00001252,0.00233,-0.00436,-0.00749,-0.02093,0.01407,0.00191
10/02/2023,0.00000036,0.01167,0.00304,0.01052,0.01625,-0.00206,-0.00509
11/02/2023,0.00001327,0.00000,0.00000,-0.00337,-0.01516,0.00000,0.00000
12/02/2023,0.00000033,0.00000,0.00000,-0.00013,-0.00609,0.00000,0.00000
13/02/2023,0.00000060,-0.00046,-0.00355,0.01912,0.03266,0.00329,0.00075
14/02/2023,0.00000002,0.00324,-0.00193,0.09137,0.07395,-0.01073,-0.01001
15/02/2023,0.00000356,-0.01386,-0.00418,-0.03250,-0.02226,-0.00291,-0.00082
16/02/2023,0.00000042,-0.02277,-0.00708,0.03079,0.02565,-0.00626,-0.00076
19/02/2023,0.00000021,0.00000,0.00000,0.02245,0.01301,0.00000,0.00000
20/02/2023,0.00000010,0.00000,0.00000,-0.01599,-0.02615,0.00000,0.00000
21/02/2023,0.00000091,-0.00138,0.00267,-0.01082,-0.00976,-0.01307,-0.00564
22/02/2023,0.00000002,0.00531,0.00359,-0.01026,0.00442,0.00761,-0.00053
23/02/2023,0.00000018,-0.01074,-0.00575,-0.03161,-0.02591,-0.00337,-0.00722
24/02/2023,0.00000844,0.00340,0.00195,-0.00124,-0.00866,0.00084,0.00391
25/02/2023,0.00000002,-0.00370,-0.00010,-0.00139,0.00616,0.00295,0.00455
28/02/2023,0.00000003,-0.00384,-0.00815,0.02160,0.03753,0.01711,0.00576
01/03/2023,0.00000299,0.02366,0.00579,-0.05592,-0.05969,0.01193,0.01008
03/03/2023,0.00000717,0.00069,-0.00248,-0.00012,-0.00165,-0.00492,-0.00506
04/03/2023,0.00000019,0.00000,0.00000,0.00271,-0.00038,0.00000,0.00000
06/03/2023,0.00000007,-0.01382,-0.00238,-0.03204,-0.02159,-0.02622,-0.01811
08/03/2023,0.00000048,-0.01862,0.00362,-0.06362,-0.06374,-0.01231,0.00980
09/03/2023,0.00012317,-0.01453,0.01159,-0.00771,-0.00521,0.01062,0.02133
10/03/2023,0.00004235,-0.00143,0.00792,0.01803,0.03390,-0.00636,0.02269
11/03/2023,0.00056880,0.00000,0.00000,0.07207,0.07066,0.00000,0.00000
12/03/2023,0.00000482,0.00000,0.00000,0.08993,0.05607,0.00000,0.00000
13/03/2023,0.00027702,0.01639,-0.00588,0.02311,0.01473,-0.01284,-0.00581
14/03/2023,0.00005812,-0.00627,0.00992,-0.01657,-0.02976,-0.02353,0.00777
15/03/2023,0.00000042,0.00182,0.00231,0.11828,0.07897,0.00000,0.03072
17/03/2023,0.00062555,0.00957,-0.00403,-0.01639,-0.01639,0.00396,0.00038
18/03/2023,0.00000047,0.00000,0.00000,0.03866,0.01309,0.00000,0.00000
19/03/2023,0.00000033,0.00000,0.00000,-0.00861,-0.02708,0.00000,0.00000
20/03/2023,0.00000010,0.01305,-0.00303,0.01407,0.03952,0.00351,-0.01906
21/03/2023,0.00000010,-0.01719,0.00957,-0.03136,-0.03912,0.00262,0.01688
22/03/2023,0.00000481,0.00270,0.00240,0.03674,0.04429,-0.00262,0.01246
23/03/2023,0.00000001,0.00654,0.00170,-0.03070,-0.03698,0.00480,-0.01132
24/03/2023,0.00000001,0.00187,-0.01084,0.00036,-0.00410,0.01856,-0.00930
25/03/2023,0.00000042,0.00000,0.00000,0.01826,0.01827,0.00000,0.00000
26/03/2023,0.00000218,0.00000,0.00000,-0.03114,-0.03451,0.00000,0.00000
27/03/2023,0.00000024,-0.00225,-0.00152,0.00497,0.03315,0.00469,0.00816
28/03/2023,0.00000004,0.01443,0.00121,0.03892,0.01153,-0.00640,-0.00497
29/03/2023,0.00000100,0.00584,0.00111,-0.01122,0.00010,0.00725,0.00900
30/03/2023,0.00000004,0.01780,0.00663,0.01511,0.01527,0.02560,0.00195
01/04/2023,0.00000100,0.00000,0.00000,-0.00971,-0.01469,0.00000,0.00000
02/04/2023,0.00000016,-0.00556,0.00370,-0.00068,0.04159,-0.00124,0.01847
04/04/2023,0.00000002,-0.00262,0.00339,0.00028,0.02016,0.00373,-0.00080
05/04/2023,0.00000252,0.00389,-0.00090,-0.00472,-0.01910,-0.00290,-0.00716
06/04/2023,0.00000004,0.00103,-0.00689,0.01033,-0.00729,0.00000,-0.00743
09/04/2023,0.00000001,0.00000,0.00000,0.04541,0.02763,0.00000,0.00000
10/04/2023,0.00000250,0.00027,0.00060,0.01907,-0.01061,0.00538,0.00630
11/04/2023,0.00002985,-0.00408,0.00120,-0.01084,0.01392,0.00780,0.00487
12/04/2023,0.00000094,0.01320,-0.00040,0.01652,0.04850,0.00000,0.01343
13/04/2023,0.00000123,-0.00245,-0.00492,0.00279,0.04270,0.00123,-0.01787
14/04/2023,0.00009296,0.00423,-0.00363,-0.00297,0.00126,-0.00205,-0.00059
18/04/2023,0.00000212,-0.00017,-0.00152,-0.05313,-0.08310,-0.01402,-0.00479
19/04/2023,0.00001028,-0.00547,0.00454,-0.02026,0.00338,-0.00876,0.00393
20/04/2023,0.00000025,0.00078,-0.00171,-0.03527,-0.04946,-0.00210,-0.00994
21/04/2023,0.00001033,0.00104,0.00392,0.01210,0.00728,0.00794,0.00303
23/04/2023,0.00000014,0.00000,0.00000,-0.00282,-0.01085,0.00000,0.00000
24/04/2023,0.00000353,-0.01600,0.00621,0.02819,0.01307,-0.01426,0.00507
25/04/2023,0.00000040,-0.00424,-0.00370,0.00434,0.00010,-0.01533,-0.00545
26/04/2023,0.00000374,0.01971,-0.00361,0.03637,0.02253,0.00129,0.00005
27/04/2023,0.00000053,0.00850,0.00512,-0.00504,-0.00900,0.00938,0.00027
28/04/2023,0.00000003,-0.00101,-0.01279,-0.04340,-0.03245,-0.00853,-0.00450
01/05/2023,0.00000203,-0.00669,0.00415,-0.01426,0.00928,-0.00472,0.02002
08/05/2023,0.00000126,-0.00439,-0.00091,-0.00163,-0.00074,0.00301,0.00706
09/05/2023,0.00000015,0.00466,0.00644,-0.00080,-0.00269,-0.00301,-0.00143
10/05/2023,0.00000027,-0.00175,0.00301,-0.02314,-0.02586,-0.01735,-0.00862
11/05/2023,0.00000375,-0.00131,-0.00562,-0.00691,0.00703,-0.00791,-0.00171
12/05/2023,0.00006649,0.00880,-0.00636,0.02218,0.00781,0.01228,-0.01391
17/05/2023,0.00000001,0.00854,-0.00783,-0.02026,-0.00248,-0.00963,-0.00555
22/05/2023,0.00000161,-0.01129,0.00112,0.01363,0.01984,0.00395,0.00120
23/05/2023,0.00011877,-0.00727,-0.00255,-0.03343,-0.02984,0.00044,-0.00810
24/05/2023,0.00001968,0.00862,-0.00369,0.00575,0.00370,-0.01589,-0.00966
25/05/2023,0.00000426,0.01287,0.00082,0.00888,0.01220,0.01589,0.00399
26/05/2023,0.00000019,0.00038,0.00664,0.00567,0.00142,-0.02349,0.00617
27/05/2023,0.00000018,0.00000,0.00000,0.04418,0.04201,0.00000,0.00000
28/05/2023,0.00000129,-0.00556,0.00356,-0.03114,-0.01876,-0.01127,0.00154
31/05/2023,0.00000005,0.00946,0.00041,-0.01475,-0.00646,0.01619,0.00787
01/06/2023,0.00001633,0.01244,-0.00539,0.00936,0.01587,0.01021,-0.00885
03/06/2023,0.00000009,0.00000,0.00000,0.00202,-0.00065,0.00000,0.00000
04/06/2023,0.00000007,0.00000,0.00000,-0.05263,-0.04334,0.00000,0.00000
05/06/2023,0.00002455,0.00218,0.00122,0.05652,0.03995,0.00132,0.00110
06/06/2023,0.00000156,-0.00346,-0.00531,-0.03296,-0.02775,0.00396,-0.01208
07/06/2023,0.00000055,0.00603,0.00531,0.00595,0.00731,0.00176,0.01312
08/06/2023,0.00000003,0.00179,-0.00234,-0.00087,-0.00303,-0.00616,-0.00269
09/06/2023,0.00000004,0.00903,0.00173,-0.02407,-0.04890,-0.01377,-0.00088
